2024-06-26 20:33:10,685 [INFO] MainUpdater:2873 - connection check result : 10
2024-06-26 20:33:10,706 [INFO] MainUpdater:2873 - connection check result : 10
2024-06-26 20:33:10,730 [INFO] MicroXplorer:468 - Change Database Path : 
2024-06-26 20:33:10,730 [INFO] MicroXplorer:498 - Change Database Version : DB.6.0.111
2024-06-26 20:33:10,746 [ERROR] ProjectManagerView:394 - 
java.lang.NullPointerException: Cannot invoke "javax.swing.JTextField.getText()" because the return value of "java.util.List.get(int)" is null
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab$10.caretUpdate(ProjectChoiceTab.java:2504) ~[filemanager.jar:?]
	at javax.swing.text.JTextComponent.fireCaretUpdate(JTextComponent.java:412) ~[?:?]
	at javax.swing.text.JTextComponent$MutableCaretEvent.fire(JTextComponent.java:4491) ~[?:?]
	at javax.swing.text.JTextComponent$MutableCaretEvent.stateChanged(JTextComponent.java:4513) ~[?:?]
	at javax.swing.text.DefaultCaret.fireStateChanged(DefaultCaret.java:842) ~[?:?]
	at javax.swing.text.DefaultCaret.changeCaretPosition(DefaultCaret.java:1313) ~[?:?]
	at javax.swing.text.DefaultCaret.handleSetDot(DefaultCaret.java:1212) ~[?:?]
	at javax.swing.text.DefaultCaret.setDot(DefaultCaret.java:1193) ~[?:?]
	at javax.swing.text.DefaultCaret$Handler.insertUpdate(DefaultCaret.java:1789) ~[?:?]
	at javax.swing.text.AbstractDocument.fireInsertUpdate(AbstractDocument.java:226) ~[?:?]
	at javax.swing.text.AbstractDocument.handleInsertString(AbstractDocument.java:780) ~[?:?]
	at javax.swing.text.AbstractDocument.insertString(AbstractDocument.java:739) ~[?:?]
	at javax.swing.text.PlainDocument.insertString(PlainDocument.java:131) ~[?:?]
	at javax.swing.text.AbstractDocument.replace(AbstractDocument.java:698) ~[?:?]
	at javax.swing.text.JTextComponent.setText(JTextComponent.java:1729) ~[?:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.createHeapStackFields(ProjectChoiceTab.java:944) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.buildLinkSettingsPanel(ProjectChoiceTab.java:3475) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.defineWindowsFields(ProjectChoiceTab.java:1816) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.updateSettings(ProjectChoiceTab.java:544) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectSettingsPanel.UpdateDialog(ProjectSettingsPanel.java:245) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.ProjectManagerView.propertyChange(ProjectManagerView.java:391) ~[filemanager.jar:?]
	at java.beans.PropertyChangeSupport.fire(PropertyChangeSupport.java:343) ~[?:?]
	at java.beans.PropertyChangeSupport.firePropertyChange(PropertyChangeSupport.java:335) ~[?:?]
	at java.beans.PropertyChangeSupport.firePropertyChange(PropertyChangeSupport.java:268) ~[?:?]
	at com.st.microxplorer.util.MXPropertyChangeSupport.firePropertyChange(MXPropertyChangeSupport.java:54) ~[STM32CubeMX.jar:?]
	at com.st.microxplorer.mxsystem.MxSystem.closeConfig(MxSystem.java:900) ~[STM32CubeMX.jar:?]
	at com.st.microxplorer.maingui.MainPanel.closeConfig(MainPanel.java:776) ~[STM32CubeMX.jar:?]
	at com.st.microxplorer.plugins.filemanager.engine.OpenFileManager.loadConfigurationFile(OpenFileManager.java:245) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.filemanager.engine.MainFileManager.userLoadConfig(MainFileManager.java:315) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.filemanager.engine.MainFileManager.userLoadConfig(MainFileManager.java:293) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.filemanager.FileManagerView.getSpecificTask(FileManagerView.java:247) ~[filemanager.jar:?]
	at com.st.stm32cube.common.mx.editor.CubeMxEditor.getMxTabbedPaneInstance(CubeMxEditor.java:1198) ~[com.st.stm32cube.common.mx_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.editor.CubeMxEditor$12$1.createSwingComponent(CubeMxEditor.java:1068) ~[com.st.stm32cube.common.mx_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.oss.core.awtswtbridge.EmbeddedSwingComposite.doComponentCreation(EmbeddedSwingComposite.java:492) ~[com.st.stm32cube.common.mx.oss_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.oss.core.awtswtbridge.EmbeddedSwingComposite$4.run(EmbeddedSwingComposite.java:291) ~[com.st.stm32cube.common.mx.oss_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.oss.core.awtswtbridge.AwtEnvironment$2.run(AwtEnvironment.java:166) ~[com.st.stm32cube.common.mx.oss_6.11.1.202404110753/:?]
	at java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:318) ~[?:?]
	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:773) ~[?:?]
	at java.awt.EventQueue$4.run(EventQueue.java:720) ~[?:?]
	at java.awt.EventQueue$4.run(EventQueue.java:714) ~[?:?]
	at java.security.AccessController.doPrivileged(AccessController.java:399) ~[?:?]
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:86) ~[?:?]
	at java.awt.EventQueue.dispatchEvent(EventQueue.java:742) ~[?:?]
	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:203) ~[?:?]
	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:124) ~[?:?]
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:113) ~[?:?]
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:109) ~[?:?]
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101) ~[?:?]
	at java.awt.EventDispatchThread.run(EventDispatchThread.java:90) ~[?:?]
2024-06-26 20:33:10,747 [WARN] ThirdParty:871 - waiting for thirdparty lock release [close project]
2024-06-26 20:33:10,747 [INFO] ThirdParty:873 - entering critical section [close project]
2024-06-26 20:33:10,747 [INFO] ThirdParty:883 - exiting critical section [close project]
2024-06-26 20:33:10,748 [INFO] PinOutPanel:1561 - setPackage(No Configuration,No Configuration)
2024-06-26 20:33:10,753 [WARN] IpParametersView:151 - Warning: This peripheral hasn't parameters
2024-06-26 20:33:10,757 [WARN] MainPanel:272 - <html><b><center>Warning: This peripheral has no parameters to be configured<br></b></html>
2024-06-26 20:33:10,760 [INFO] UtilMem:75 - Begin LoadConfig() Used Memory: 692338368 Bytes (985661440)
2024-06-26 20:33:10,761 [INFO] MicroXplorer:468 - Change Database Path : 
2024-06-26 20:33:10,761 [INFO] MicroXplorer:498 - Change Database Version : DB.6.0.111
2024-06-26 20:33:10,761 [INFO] OpenFileManager:312 - Change cursor
2024-06-26 20:33:10,782 [INFO] RulesReader:64 - Compatibility file has been processed (297 Rules)
2024-06-26 20:33:10,794 [INFO] Mcu:2021 - Initializing MCU STM32F767ZITx STM32F767ZITx STM32F767ZIT6
2024-06-26 20:33:12,483 [INFO] Context:663 - Trying to add GPIOservice into a context  which must be forbidden
2024-06-26 20:33:12,844 [INFO] RtosManager:555 - Registered RTOS mode: class=CMSIS, group=RTOS, mode=CMSIS_V1, owner=FREERTOS
2024-06-26 20:33:12,844 [INFO] RtosManager:555 - Registered RTOS mode: class=CMSIS, group=RTOS2, mode=CMSIS_V2, owner=FREERTOS
2024-06-26 20:33:12,844 [INFO] RtosManager:555 - Registered RTOS mode: class=RTOS, group=Core, mode=CMSIS_V1, owner=FREERTOS
2024-06-26 20:33:12,844 [INFO] RtosManager:555 - Registered RTOS mode: class=RTOS, group=Core, mode=CMSIS_V2, owner=FREERTOS
2024-06-26 20:33:12,844 [WARN] ModelIntegratedComponent:184 - Missing modes for component STMicroelectronics:FreeRTOS:0.0.1:STMicroelectronics:RTOS:FreeRTOS:Core:::10.2.0:
2024-06-26 21:35:37,880 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,880 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,880 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,880 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,880 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,882 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,883 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,883 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,883 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,883 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,883 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,884 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,884 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,884 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,884 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,884 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,884 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,884 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,885 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,885 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,885 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,885 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,885 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,885 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,886 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,886 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,886 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,886 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,886 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,886 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,887 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,887 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,887 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,887 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,887 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,887 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,888 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,888 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,888 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,888 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,889 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,889 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,889 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,889 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,890 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,890 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,890 [INFO] IPUIPlugin:80 - create IPUIPlugin
2024-06-26 21:35:37,892 [INFO] ApiDbMcu:508 - Load IP Config File for PDM2PCM
2024-06-26 21:35:37,947 [INFO] CADModel:165 - CPN selected for project levelSTM32F767ZIT6
2024-06-26 21:35:37,947 [INFO] CADModel:114 - Register for checkConnection events
2024-06-26 21:35:37,998 [INFO] OpenFileManager:343 - Restore cursor
2024-06-26 21:44:37,583 [INFO] MainUpdater:2873 - connection check result : 10
2024-06-26 21:44:37,583 [INFO] MainUpdater:2873 - connection check result : 10
2024-06-26 21:44:37,592 [INFO] MicroXplorer:468 - Change Database Path : 
2024-06-26 21:44:37,592 [INFO] MicroXplorer:498 - Change Database Version : DB.6.0.111
2024-06-26 21:44:37,595 [ERROR] ProjectManagerView:394 - 
java.lang.NullPointerException: Cannot invoke "javax.swing.JTextField.getText()" because the return value of "java.util.List.get(int)" is null
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab$10.caretUpdate(ProjectChoiceTab.java:2504) ~[filemanager.jar:?]
	at javax.swing.text.JTextComponent.fireCaretUpdate(JTextComponent.java:412) ~[?:?]
	at javax.swing.text.JTextComponent$MutableCaretEvent.fire(JTextComponent.java:4491) ~[?:?]
	at javax.swing.text.JTextComponent$MutableCaretEvent.stateChanged(JTextComponent.java:4513) ~[?:?]
	at javax.swing.text.DefaultCaret.fireStateChanged(DefaultCaret.java:842) ~[?:?]
	at javax.swing.text.DefaultCaret.changeCaretPosition(DefaultCaret.java:1313) ~[?:?]
	at javax.swing.text.DefaultCaret.handleSetDot(DefaultCaret.java:1212) ~[?:?]
	at javax.swing.text.DefaultCaret.setDot(DefaultCaret.java:1193) ~[?:?]
	at javax.swing.text.DefaultCaret$Handler.insertUpdate(DefaultCaret.java:1789) ~[?:?]
	at javax.swing.text.AbstractDocument.fireInsertUpdate(AbstractDocument.java:226) ~[?:?]
	at javax.swing.text.AbstractDocument.handleInsertString(AbstractDocument.java:780) ~[?:?]
	at javax.swing.text.AbstractDocument.insertString(AbstractDocument.java:739) ~[?:?]
	at javax.swing.text.PlainDocument.insertString(PlainDocument.java:131) ~[?:?]
	at javax.swing.text.AbstractDocument.replace(AbstractDocument.java:698) ~[?:?]
	at javax.swing.text.JTextComponent.setText(JTextComponent.java:1729) ~[?:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.createHeapStackFields(ProjectChoiceTab.java:944) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.buildLinkSettingsPanel(ProjectChoiceTab.java:3475) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.defineWindowsFields(ProjectChoiceTab.java:1816) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectChoiceTab.updateSettings(ProjectChoiceTab.java:544) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.gui.ProjectSettingsPanel.UpdateDialog(ProjectSettingsPanel.java:245) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.projectmanager.ProjectManagerView.propertyChange(ProjectManagerView.java:391) ~[filemanager.jar:?]
	at java.beans.PropertyChangeSupport.fire(PropertyChangeSupport.java:343) ~[?:?]
	at java.beans.PropertyChangeSupport.firePropertyChange(PropertyChangeSupport.java:335) ~[?:?]
	at java.beans.PropertyChangeSupport.firePropertyChange(PropertyChangeSupport.java:268) ~[?:?]
	at com.st.microxplorer.util.MXPropertyChangeSupport.firePropertyChange(MXPropertyChangeSupport.java:54) ~[STM32CubeMX.jar:?]
	at com.st.microxplorer.mxsystem.MxSystem.closeConfig(MxSystem.java:900) ~[STM32CubeMX.jar:?]
	at com.st.microxplorer.maingui.MainPanel.closeConfig(MainPanel.java:776) ~[STM32CubeMX.jar:?]
	at com.st.microxplorer.plugins.filemanager.engine.OpenFileManager.loadConfigurationFile(OpenFileManager.java:245) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.filemanager.engine.MainFileManager.userLoadConfig(MainFileManager.java:315) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.filemanager.engine.MainFileManager.userLoadConfig(MainFileManager.java:293) ~[filemanager.jar:?]
	at com.st.microxplorer.plugins.filemanager.FileManagerView.getSpecificTask(FileManagerView.java:247) ~[filemanager.jar:?]
	at com.st.stm32cube.common.mx.editor.CubeMxEditor.getMxTabbedPaneInstance(CubeMxEditor.java:1198) ~[com.st.stm32cube.common.mx_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.editor.CubeMxEditor$12$1.createSwingComponent(CubeMxEditor.java:1068) ~[com.st.stm32cube.common.mx_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.oss.core.awtswtbridge.EmbeddedSwingComposite.doComponentCreation(EmbeddedSwingComposite.java:492) ~[com.st.stm32cube.common.mx.oss_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.oss.core.awtswtbridge.EmbeddedSwingComposite$4.run(EmbeddedSwingComposite.java:291) ~[com.st.stm32cube.common.mx.oss_6.11.1.202404110753/:?]
	at com.st.stm32cube.common.mx.oss.core.awtswtbridge.AwtEnvironment$2.run(AwtEnvironment.java:166) ~[com.st.stm32cube.common.mx.oss_6.11.1.202404110753/:?]
	at java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:318) ~[?:?]
	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:773) ~[?:?]
	at java.awt.EventQueue$4.run(EventQueue.java:720) ~[?:?]
	at java.awt.EventQueue$4.run(EventQueue.java:714) ~[?:?]
	at java.security.AccessController.doPrivileged(AccessController.java:399) ~[?:?]
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:86) ~[?:?]
	at java.awt.EventQueue.dispatchEvent(EventQueue.java:742) ~[?:?]
	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:203) ~[?:?]
	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:124) ~[?:?]
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:113) ~[?:?]
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:109) ~[?:?]
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101) ~[?:?]
	at java.awt.EventDispatchThread.run(EventDispatchThread.java:90) ~[?:?]
2024-06-26 21:44:37,597 [WARN] ThirdParty:871 - waiting for thirdparty lock release [close project]
2024-06-26 21:44:37,597 [INFO] ThirdParty:873 - entering critical section [close project]
2024-06-26 21:44:37,597 [INFO] ThirdParty:883 - exiting critical section [close project]
2024-06-26 21:44:37,598 [INFO] PinOutPanel:1561 - setPackage(No Configuration,No Configuration)
2024-06-26 21:44:37,600 [WARN] IpParametersView:151 - Warning: This peripheral hasn't parameters
2024-06-26 21:44:37,603 [WARN] MainPanel:272 - <html><b><center>Warning: This peripheral has no parameters to be configured<br></b></html>
2024-06-26 21:44:37,607 [INFO] UtilMem:75 - Begin LoadConfig() Used Memory: 656601600 Bytes (985661440)
2024-06-26 21:44:37,607 [INFO] MicroXplorer:468 - Change Database Path : 
2024-06-26 21:44:37,607 [INFO] MicroXplorer:498 - Change Database Version : DB.6.0.111
2024-06-26 21:44:37,607 [INFO] OpenFileManager:312 - Change cursor
2024-06-26 21:44:37,615 [INFO] Mcu:2021 - Initializing MCU STM32F767ZITx STM32F767ZITx STM32F767ZIT6
2024-06-26 21:44:38,796 [INFO] Context:663 - Trying to add GPIOservice into a context  which must be forbidden
2024-06-26 21:44:39,057 [INFO] RtosManager:555 - Registered RTOS mode: class=CMSIS, group=RTOS, mode=CMSIS_V1, owner=FREERTOS
2024-06-26 21:44:39,057 [INFO] RtosManager:555 - Registered RTOS mode: class=CMSIS, group=RTOS2, mode=CMSIS_V2, owner=FREERTOS
2024-06-26 21:44:39,057 [INFO] RtosManager:555 - Registered RTOS mode: class=RTOS, group=Core, mode=CMSIS_V1, owner=FREERTOS
2024-06-26 21:44:39,057 [INFO] RtosManager:555 - Registered RTOS mode: class=RTOS, group=Core, mode=CMSIS_V2, owner=FREERTOS
2024-06-26 21:44:39,057 [WARN] ModelIntegratedComponent:184 - Missing modes for component STMicroelectronics:FreeRTOS:0.0.1:STMicroelectronics:RTOS:FreeRTOS:Core:::10.2.0:
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,058 [WARN] ModelIntegratedComponent:63 - No mode defined for component null
2024-06-26 21:44:39,146 [INFO] ThirdPartyModel:298 - Start build external matchings
2024-06-26 21:44:40,171 [INFO] ThirdPartyModel:316 - End build external matchings
2024-06-26 21:44:40,523 [INFO] UtilMem:75 - End LoadConfig() Used Memory: 745665216 Bytes (985661440)
2024-06-26 21:44:40,547 [WARN] ThirdParty:833 - waiting for thirdparty lock release [change project]
2024-06-26 21:44:40,548 [INFO] ThirdParty:835 - entering critical section [change project]
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics USBPD 4.1
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-GNSS1 6.0.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics USB_HOST 2.0.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics FP-SNS-MOTENVWB1 1.4.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-AZRTOS-F4 1.1.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics LIBJPEG 8.0.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-SMBUS 2.1.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-FREERTOS 1.2.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-TOUCHGFX 4.23.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-TOUCHGFX 4.23.2
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-AZRTOS-F7 1.1.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-AZRTOS-L5 2.0.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics USB_DEVICE 2.0.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-MEMS1 9.6.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-EEPRMA1 4.2.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics X-CUBE-NFC6 3.1.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :ITTIA_DB I-CUBE-ITTIADB 8.8.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics FP-SNS-MOTENV1 4.3.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics FP-SNS-MOTENV1 4.3.2
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics FP-SNS-FLIGHT1 5.0.0
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics FP-SNS-MOTENV1 4.3.1
2024-06-26 21:44:40,548 [INFO] ThirdParty:1030 - CMSIS Pack Vendor :STMicroelectronics FP-SNS-FLIGHT1 5.0.1
